code,name,fund_type,estab_date,endnav_float,fund_company,规模(亿)
510300,沪深300ETF华泰柏瑞,指数型-股票,2012-05-04,199913855988.24,华泰柏瑞基金,1999.14
510310,沪深300ETF易方达,指数型-股票,2013-03-06,137174116424.38,易方达基金,1371.74
518880,黄金ETF华安,指数型-其他,2013-07-18,113815514176.68,华安基金,1138.16
159919,沪深300ETF嘉实,指数型-股票,2012-05-07,92802609324.22,嘉实基金,928.03
510330,沪深300ETF华夏,指数型-股票,2012-12-25,90217510553.87,华夏基金,902.18
510500,中证500ETF南方,指数型-股票,2013-02-06,72477175278.45,南方基金,724.77
588000,科创50ETF华夏,指数型-股票,2020-09-28,68547724213.77,华夏基金,685.48
510050,上证50ETF华夏,指数型-股票,2004-12-30,66731248686.19,华夏基金,667.31
159792,港股通互联网ETF富国,指数型-股票,2021-09-15,62028732720.74,富国基金,620.29
512880,证券ETF国泰,指数型-股票,2016-07-26,51626506114.33,国泰基金,516.27
159915,创业板ETF易方达,指数型-股票,2011-09-20,51030357977.64,易方达基金,510.3
513180,恒生科技ETF华夏,指数型-海外股票,2021-05-18,49796872044.45,华夏基金,497.97
159937,黄金ETF博时,指数型-其他,2014-08-13,47793561022.39,博时基金,477.94
513130,恒生科技ETF华泰柏瑞,指数型-海外股票,2021-05-24,47624289175.66,华泰柏瑞基金,476.24
159934,黄金ETF易方达,指数型-其他,2013-11-29,41832192491.18,易方达基金,418.32
518800,黄金ETF国泰,指数型-其他,2013-07-18,40386475438.16,国泰基金,403.86
513050,中概互联网ETF易方达,指数型-海外股票,2017-01-04,39732058241.07,易方达基金,397.32
588200,科创芯片ETF嘉实,指数型-股票,2022-09-30,38606545096.15,嘉实基金,386.07
563360,A500ETF华泰柏瑞,指数型-股票,2024-09-25,38189307918.25,华泰柏瑞基金,381.89
588080,科创50ETF易方达,指数型-股票,2020-09-28,37297575516.27,易方达基金,372.98
002611,博时黄金ETF联接C,指数型-其他,2016-05-27,36660013790.9,博时基金,366.6
159352,A500ETF南方,指数型-股票,2024-09-25,36543944135.87,南方基金,365.44
512000,券商ETF华宝,指数型-股票,2016-08-30,35009701474.9,华宝基金,350.1
513330,恒生互联网ETF华夏,指数型-海外股票,2021-01-26,33292089648.86,华夏基金,332.92
000217,华安黄金ETF联接C,指数型-其他,2013-08-22,32761638982.56,华安基金,327.62
512890,红利低波ETF华泰柏瑞,指数型-股票,2018-12-19,31186862517.33,华泰柏瑞基金,311.87
159326,电网设备ETF华夏,指数型-股票,2024-08-29,30087252205.58,华夏基金,300.87
159636,港股通科技30ETF工银,指数型-股票,2022-06-30,29663019999.71,工银瑞信基金,296.63
513010,恒生科技ETF易方达,指数型-海外股票,2021-05-18,29553386170.97,易方达基金,295.53
159338,中证A500ETF国泰,指数型-股票,2024-09-26,29064537745.82,国泰基金,290.65
513750,港股通非银ETF广发,指数型-股票,2023-11-10,28304133055.48,广发基金,283.04
512170,医疗ETF华宝,指数型-股票,2019-05-20,27996042096.74,华宝基金,279.96
159941,纳指ETF广发,指数型-海外股票,2015-06-10,27625000378.15,广发基金,276.25
512400,有色金属ETF南方,指数型-股票,2017-08-03,27566809251.04,南方基金,275.67
159870,化工ETF鹏华,指数型-股票,2021-02-23,26881840523.16,鹏华基金,268.82
005827,易方达蓝筹精选混合,混合型-偏股,2018-09-05,26792992392.44,易方达基金,267.93
512050,A500ETF华夏,指数型-股票,2024-11-08,26084889085.35,华夏基金,260.85
161725,招商中证白酒指数(LOF)A,指数型-股票,2015-05-27,25837313173.42,招商基金,258.37
513120,港股创新药ETF广发,指数型-海外股票,2022-07-01,24847688808.16,广发基金,248.48
159361,A500ETF易方达,指数型-股票,2024-11-12,24771374921.32,易方达基金,247.71
159570,港股通创新药ETF汇添富,指数型-股票,2023-12-28,24212580874.55,汇添富基金,242.13
002963,易方达黄金ETF联接C,指数型-其他,2016-07-01,23785549698.12,易方达基金,237.86
512100,中证1000ETF南方,指数型-股票,2016-09-29,23081761946.01,南方基金,230.82
159995,芯片ETF华夏,指数型-股票,2020-01-20,22902726854.56,华夏基金,229.03
159819,人工智能ETF易方达,指数型-股票,2020-07-27,22140547964.33,易方达基金,221.41
513090,香港证券ETF易方达,指数型-股票,2020-03-13,21622263983.83,易方达基金,216.22
510180,上证180ETF华安,指数型-股票,2006-04-13,21567537537.9,华安基金,215.68
562500,机器人ETF华夏,指数型-股票,2021-12-17,20951844807.35,华夏基金,209.52
513500,标普500ETF博时,指数型-海外股票,2013-12-05,20941057082.68,博时基金,209.41
159949,创业板50ETF华安,指数型-股票,2016-06-30,20692259978.56,华安基金,206.92
159928,消费ETF汇添富,指数型-股票,2013-08-23,19994945060.59,汇添富基金,199.95
512480,半导体ETF国联安,指数型-股票,2019-05-08,19906392416.23,国联安基金,199.06
159516,半导体设备ETF国泰,指数型-股票,2023-07-19,19322430562.64,国泰基金,193.22
163406,兴全合润混合A,混合型-偏股,2010-04-22,19287595127.15,兴证全球基金,192.88
004253,国泰黄金ETF联接C,指数型-其他,2017-05-02,19141713761.26,国泰基金,191.42
513980,港股科技ETF景顺,指数型-股票,2021-06-21,18747465929.89,景顺长城基金,187.47
161005,富国天惠成长混合(LOF)A,混合型-偏股,2005-11-16,18532435545.81,富国基金,185.32
159201,自由现金流ETF华夏,指数型-股票,2025-02-19,18453074981.2,华夏基金,184.53
159740,恒生科技ETF大成,指数型-海外股票,2021-05-18,18416139891.73,大成基金,184.16
159206,卫星ETF永赢,指数型-股票,2025-03-06,17776493270.39,永赢基金,177.76
512690,酒ETF鹏华,指数型-股票,2019-04-04,17520851038.83,鹏华基金,175.21
512010,医药ETF易方达,指数型-股票,2013-09-23,17215366532.9,易方达基金,172.15
510880,红利ETF华泰柏瑞,指数型-股票,2006-11-17,17138687924.73,华泰柏瑞基金,171.39
518850,黄金ETF华夏,指数型-其他,2020-04-13,16804851746.7,华夏基金,168.05
015790,永赢高端装备智选混合发起C,混合型-偏股,2022-07-15,16500898034.57,永赢基金,165.01
007119,睿远成长价值混合A,混合型-偏股,2019-03-26,16500068830.42,睿远基金,165.0
000218,国泰黄金ETF联接A,指数型-其他,2016-04-13,16451811441.99,国泰基金,164.52
515450,红利低波50ETF南方,指数型-股票,2020-01-17,16044639218.25,南方基金,160.45
513630,港股低波红利ETF摩根,指数型-股票,2023-11-23,15667981146.38,摩根基金(中国),156.68
513100,纳指ETF国泰,指数型-海外股票,2013-04-25,15533838727.95,国泰基金,155.34
159992,创新药ETF银华,指数型-股票,2020-03-20,15177486582.41,银华基金,151.77
512070,证券保险ETF易方达,指数型-股票,2014-06-26,15079605803.13,易方达基金,150.8
002943,广发多因子混合,混合型-灵活,2016-12-30,14663669140.15,广发基金,146.64
515880,通信ETF国泰,指数型-股票,2019-08-16,14467717924.5,国泰基金,144.68
012414,招商中证白酒指数(LOF)C,指数型-股票,2021-05-18,14383464525.97,招商基金,143.83
163415,兴全商业模式混合(LOF)A,混合型-偏股,2012-12-18,13992622557.33,兴证全球基金,139.93
159530,机器人ETF易方达,指数型-股票,2024-01-10,13772764499.37,易方达基金,137.73
512500,中证500ETF华夏,指数型-股票,2015-05-05,13726748904.84,华夏基金,137.27
260108,景顺长城新兴成长混合A,混合型-偏股,2006-06-28,13222903792.73,景顺长城基金,132.23
110003,易方达上证50增强A,指数型-股票,2004-03-22,13031940226.1,易方达基金,130.32
003095,中欧医疗健康混合A,混合型-偏股,2016-09-29,12974185884.56,中欧基金,129.74
110020,易方达沪深300ETF联接A,指数型-股票,2009-08-26,12957222421.44,易方达基金,129.57
163402,兴全趋势投资混合(LOF),混合型-灵活,2005-11-03,12935352431.82,兴证全球基金,129.35
516650,有色金属ETF华夏,指数型-股票,2021-06-09,12898010905.24,华夏基金,128.98
517520,黄金股ETF永赢,指数型-股票,2023-10-24,12820885714.79,永赢基金,128.21
159922,中证500ETF嘉实,指数型-股票,2013-02-06,12747788480.63,嘉实基金,127.48
110022,易方达消费行业股票,股票型,2010-08-20,12686398967.24,易方达基金,126.86
018125,永赢先进制造智选混合发起C,混合型-偏股,2023-05-04,12619540529.49,永赢基金,126.2
163417,兴全合宜混合(LOF)A,混合型-灵活,2018-01-23,12588927247.69,兴证全球基金,125.89
515180,红利ETF易方达,指数型-股票,2019-11-26,12459976439.92,易方达基金,124.6
003096,中欧医疗健康混合C,混合型-偏股,2016-09-29,12295362604.18,中欧基金,122.95
512800,银行ETF华宝,指数型-股票,2017-07-18,11971277325.6,华宝基金,119.71
000216,华安黄金ETF联接A,指数型-其他,2013-08-22,11960913531.37,华安基金,119.61
513380,恒生科技ETF广发,指数型-海外股票,2022-04-27,11942635926.92,广发基金,119.43
159755,电池ETF广发,指数型-股票,2021-06-15,11936473241.65,广发基金,119.36
019432,永赢睿信混合C,混合型-偏股,2023-12-22,11779418459.47,永赢基金,117.79
563800,A500ETF广发,指数型-股票,2024-11-11,11651977644.35,广发基金,116.52
000051,华夏沪深300ETF联接A,指数型-股票,2009-07-10,11556556276.5,华夏基金,115.57
011609,易方达上证科创50联接C,指数型-股票,2021-03-01,11286475862.3,易方达基金,112.86
013309,易方达恒生科技ETF联接(QDII)C,指数型-海外股票,2022-04-29,11281718612.88,易方达基金,112.82
000906,广发全球精选股票(QDII)美元A,QDII-普通股票,2015-01-16,11268028708.35,广发基金,112.68
270023,广发全球精选股票(QDII)人民币A,QDII-普通股票,2010-08-18,11268028708.35,广发基金,112.68
159509,纳指科技ETF景顺,指数型-海外股票,2023-07-19,11172351022.43,景顺长城基金,111.72
000628,大成高鑫股票A,股票型,2015-02-03,10988120608.68,大成基金,109.88
159920,恒生ETF华夏,指数型-海外股票,2012-08-09,10871870769.98,华夏基金,108.72
022365,永赢科技智选混合发起C,混合型-偏股,2024-10-30,10851989133.17,永赢基金,108.52
159952,创业板ETF广发,指数型-股票,2017-04-25,10842324012.5,广发基金,108.42
320007,诺安成长混合A,混合型-偏股,2009-03-10,10810600852.13,诺安基金,108.11
004011,华泰柏瑞鼎利灵活配置混合C,混合型-灵活,2016-12-22,10680670363.53,华泰柏瑞基金,106.81
016874,广发远见智选混合C,混合型-偏股,2022-11-22,10655495301.06,广发基金,106.55
515790,光伏ETF华泰柏瑞,指数型-股票,2020-12-07,10651396922.48,华泰柏瑞基金,106.51
513300,纳斯达克ETF华夏,指数型-海外股票,2020-10-22,10525594327.11,华夏基金,105.26
008163,南方标普红利低波50ETF联接A,指数型-股票,2020-01-21,10524737155.84,南方基金,105.25
513770,港股互联网ETF华宝,指数型-股票,2022-02-09,10505065129.55,华宝基金,105.05
159841,证券ETF天弘,指数型-股票,2021-01-28,10419936505.63,天弘基金,104.2
004814,中欧红利优享混合A,混合型-灵活,2018-04-19,10407157397.91,中欧基金,104.07
159781,科创创业ETF易方达,指数型-股票,2021-06-28,10353615610.93,易方达基金,103.54
560860,工业有色ETF万家,指数型-股票,2023-02-22,10170373413.24,万家基金,101.7
515220,煤炭ETF国泰,指数型-股票,2020-01-20,10113416429.44,国泰基金,101.13
159842,券商ETF银华,指数型-股票,2021-03-03,9972897767.19,银华基金,99.73
002010,中欧瑾通灵活配置混合C,混合型-灵活,2015-11-17,9794358562.81,中欧基金,97.94
012349,天弘恒生科技ETF联接C,指数型-海外股票,2021-07-06,9770833000.03,天弘基金,97.71
017811,东方人工智能主题混合C,混合型-偏股,2023-02-22,9759728670.53,东方基金,97.6
515070,人工智能ETF华夏,指数型-股票,2019-12-09,9756180025.61,华夏基金,97.56
519674,银河创新成长混合A,混合型-偏股,2010-12-29,9735296931.4,银河基金,97.35
000055,广发纳斯达克100ETF联接美元(QDII)A,指数型-海外股票,2015-01-16,9715827981.82,广发基金,97.16
270042,广发纳斯达克100ETF联接人民币(QDII)A,指数型-海外股票,2012-08-15,9715827981.82,广发基金,97.16
159351,A500ETF嘉实,指数型-股票,2024-09-20,9612877875.07,嘉实基金,96.13
159501,纳指ETF嘉实,指数型-海外股票,2023-05-31,9611187687.87,嘉实基金,96.11
512710,军工龙头ETF富国,指数型-股票,2019-07-23,9577412188.87,富国基金,95.77
960002,华夏回报混合H,混合型-灵活,2015-07-02,9556276968.73,华夏基金,95.56
110011,易方达优质精选混合(QDII),QDII-混合偏股,2008-06-19,9544326815.92,易方达基金,95.44
019085,工银价值精选混合A,混合型-偏股,2024-04-29,9499139590.72,工银瑞信基金,94.99
018957,中航机遇领航混合发起C,混合型-偏股,2023-08-10,9468234625.52,中航基金,94.68
512660,军工ETF国泰,指数型-股票,2016-07-26,9408469826.34,国泰基金,94.08
563220,A500ETF富国,指数型-股票,2024-09-25,9364126815.24,富国基金,93.64
518660,黄金ETF工银,指数型-其他,2020-04-24,9246481768.11,工银瑞信基金,92.46
159852,软件ETF嘉实,指数型-股票,2021-01-29,8924231157.41,嘉实基金,89.24
008888,华夏国证半导体芯片ETF联接C,指数型-股票,2020-06-02,8918518007.74,华夏基金,89.19
510210,上证指数ETF富国,指数型-股票,2011-01-30,8913597614.08,富国基金,89.14
159632,纳斯达克ETF华安,指数型-海外股票,2022-07-21,8903548753.49,华安基金,89.04
515080,中证红利ETF招商,指数型-股票,2019-11-28,8868353781.46,招商基金,88.68
515980,人工智能ETF华富,指数型-股票,2019-12-24,8827803886.57,华富基金,88.28
515120,创新药ETF广发,指数型-股票,2020-12-03,8825917281.68,广发基金,88.26
002207,前海开源金银珠宝混合C,混合型-灵活,2015-12-02,8723521339.25,前海开源基金,87.24
512760,芯片ETF国泰,指数型-股票,2019-05-16,8712573202.81,国泰基金,87.13
159869,游戏ETF华夏,指数型-股票,2021-02-25,8577832626.3,华夏基金,85.78
515330,沪深300ETF天弘,指数型-股票,2019-12-05,8322168980.6,天弘基金,83.22
588050,科创50ETF工银,指数型-股票,2020-09-28,8319994920.51,工银瑞信基金,83.2
002001,华夏回报混合A,混合型-灵活,2003-09-05,8280462085.25,华夏基金,82.8
513040,港股通互联网ETF易方达,指数型-股票,2023-05-31,8277895148.39,易方达基金,82.78
001511,兴全新视野定开混合,混合型-灵活,2015-07-01,8272642790.13,兴证全球基金,82.73
003567,华夏行业景气混合A,混合型-偏股,2017-02-04,8271021820.57,华夏基金,82.71
270002,广发稳健增长混合A,混合型-平衡,2004-07-26,8214547735.53,广发基金,82.15
516150,稀土ETF嘉实,指数型-股票,2021-03-09,8212466647.48,嘉实基金,82.12
000390,华商优势行业混合A,混合型-灵活,2013-12-11,8205102220.57,华商基金,82.05
588220,科创100ETF鹏华,指数型-股票,2023-09-06,8198771881.56,鹏华基金,81.99
001938,中欧时代先锋股票A,股票型,2015-11-03,8137256083.67,中欧基金,81.37
159770,机器人ETF天弘,指数型-股票,2021-10-26,8121658070.46,天弘基金,81.22
518680,金ETF富国,指数型-其他,2020-07-06,8121199999.85,富国基金,81.21
377240,摩根新兴动力混合A,混合型-偏股,2011-07-13,8113185636.35,摩根基金(中国),81.13
008903,广发科技先锋混合,混合型-偏股,2020-01-22,8085018113.02,广发基金,80.85
588170,科创半导体ETF华夏,指数型-股票,2025-03-24,8079158377.12,华夏基金,80.79
003834,华夏能源革新股票A,股票型,2017-06-07,8014538701.93,华夏基金,80.15
016708,华夏有色金属ETF联接C,指数型-股票,2022-10-18,7847506577.78,华夏基金,78.48
515050,通信ETF华夏,指数型-股票,2019-09-17,7802445867.14,华夏基金,78.02
006533,易方达科融混合,混合型-偏股,2019-03-26,7765722556.48,易方达基金,77.66
110029,易方达科讯混合,混合型-偏股,2007-12-18,7739338475.89,易方达基金,77.39
017470,嘉实上证科创板芯片ETF发起联接C,指数型-股票,2022-12-07,7684011337.51,嘉实基金,76.84
519069,汇添富价值精选混合,混合型-偏股,2009-01-23,7669368906.11,汇添富基金,76.69
180012,银华富裕主题混合A,混合型-偏股,2006-11-16,7668693638.08,银华基金,76.69
516160,新能源ETF南方,指数型-股票,2021-01-22,7664354724.05,南方基金,76.64
011452,华泰柏瑞质量成长C,混合型-偏股,2021-02-19,7648374831.37,华泰柏瑞基金,76.48
518600,金ETF广发,指数型-其他,2020-07-08,7607205907.18,广发基金,76.07
159567,港股创新药ETF银华,指数型-股票,2024-01-03,7600625873.99,银华基金,76.01
516120,化工ETF富国,指数型-股票,2021-03-01,7587856876.7,富国基金,75.88
159659,纳斯达克100ETF招商,指数型-海外股票,2023-04-12,7563275330.48,招商基金,75.63
166002,中欧新蓝筹混合A,混合型-偏股,2008-07-25,7536826871.66,中欧基金,75.37
563020,红利低波ETF易方达,指数型-股票,2023-12-06,7516159534.55,易方达基金,75.16
400015,东方新能源汽车混合,混合型-偏股,2011-12-28,7507032451.87,东方基金,75.07
159796,电池ETF汇添富,指数型-股票,2022-03-03,7466346531.0,汇添富基金,74.66
006113,汇添富创新医药混合A,混合型-偏股,2018-08-08,7425188236.99,汇添富基金,74.25
004815,中欧红利优享混合C,混合型-灵活,2018-04-19,7417858262.24,中欧基金,74.18
000307,易方达黄金ETF联接A,指数型-其他,2016-05-26,7362948677.68,易方达基金,73.63
001717,工银前沿医疗股票A,股票型,2016-02-03,7342383538.66,工银瑞信基金,73.42
159851,金融科技ETF华宝,指数型-股票,2021-03-04,7331030681.94,华宝基金,73.31
159566,储能电池ETF易方达,指数型-股票,2024-01-31,7291763406.9,易方达基金,72.92
000083,汇添富消费行业混合,混合型-偏股,2013-05-03,7283374217.78,汇添富基金,72.83
160706,嘉实沪深300ETF联接A,指数型-股票,2005-08-29,7267772572.92,嘉实基金,72.68
007339,易方达沪深300ETF联接C,指数型-股票,2019-04-25,7214041221.03,易方达基金,72.14
159545,恒生红利低波ETF易方达,指数型-股票,2024-03-27,7188499268.46,易方达基金,71.88
007355,汇添富科技创新混合A,混合型-灵活,2019-05-06,7149899870.41,汇添富基金,71.5
159845,中证1000ETF华夏,指数型-股票,2021-03-18,7149488402.16,华夏基金,71.49
002190,农银新能源主题A,混合型-灵活,2016-03-29,7115062959.13,农银汇理基金,71.15
004433,南方有色金属ETF联接C,指数型-股票,2017-09-08,6941731788.49,南方基金,69.42
159691,港股红利ETF工银,指数型-股票,2023-03-30,6941306407.42,工银瑞信基金,69.41
160119,500ETF联接LOF,指数型-股票,2009-09-25,6901042807.94,南方基金,69.01
006329,易方达中证海外互联网50ETF联接(QDII)(美元现汇)A,指数型-海外股票,2019-01-18,6900931170.22,易方达基金,69.01
006327,易方达中证海外互联网50ETF联接(QDII)A,指数型-海外股票,2019-01-18,6900931170.22,易方达基金,69.01
002112,德邦鑫星价值灵活配置混合C,混合型-灵活,2015-11-16,6860839367.26,德邦基金,68.61
513260,恒生科技ETF汇添富,指数型-海外股票,2022-08-31,6839104771.66,汇添富基金,68.39
562800,稀有金属ETF嘉实,指数型-股票,2021-09-15,6835839071.55,嘉实基金,68.36
017193,天弘中证工业有色金属主题ETF发起联接C,指数型-股票,2023-05-30,6832426214.43,天弘基金,68.32
588060,科创50ETF广发,指数型-股票,2021-07-15,6773851619.32,广发基金,67.74
012734,易方达中证人工智能主题ETF联接C,指数型-股票,2022-03-01,6759788724.44,易方达基金,67.6
159611,电力ETF广发,指数型-股票,2021-12-29,6687904445.88,广发基金,66.88
001048,富国新兴产业股票A,股票型,2015-03-12,6665879411.93,富国基金,66.66
022364,永赢科技智选混合发起A,混合型-偏股,2024-10-30,6637405378.41,永赢基金,66.37
001475,易方达国防军工混合A,混合型-偏股,2015-06-19,6636868273.02,易方达基金,66.37
159980,有色ETF大成,指数型-其他,2019-10-24,6623543342.17,大成基金,66.24
159977,创业板ETF天弘,指数型-股票,2019-09-12,6593212339.13,天弘基金,65.93
012805,广发恒生科技ETF联接(QDII)C,指数型-海外股票,2021-08-11,6584065294.86,广发基金,65.84
008702,华夏黄金ETF联接C,指数型-其他,2020-07-16,6538483005.06,华夏基金,65.38
161726,招商国证生物医药指数(LOF)A,指数型-股票,2015-05-27,6511714525.47,招商基金,65.12
007466,华泰柏瑞中证红利低波ETF联接A,指数型-股票,2019-07-15,6411925152.14,华泰柏瑞基金,64.12
512900,证券ETF南方,指数型-股票,2017-03-10,6404077563.29,南方基金,64.04
011608,易方达上证科创50联接A,指数型-股票,2021-03-01,6342235823.55,易方达基金,63.42
560010,中证1000ETF广发,指数型-股票,2022-07-28,6326862697.05,广发基金,63.27
162605,景顺长城鼎益混合(LOF)A,混合型-偏股,2005-03-16,6321365304.22,景顺长城基金,63.21
000979,景顺长城沪港深精选股票A,股票型,2015-04-15,6313741439.31,景顺长城基金,63.14
159562,黄金股ETF华夏,指数型-股票,2024-01-11,6299446542.44,华夏基金,62.99
513060,恒生医疗ETF博时,指数型-海外股票,2021-03-18,6284040994.2,博时基金,62.84
515100,红利低波100ETF景顺,指数型-股票,2020-05-22,6188163327.47,景顺长城基金,61.88
159901,深证100ETF易方达,指数型-股票,2006-03-24,6168559777.04,易方达基金,61.69
011103,天弘中证光伏产业指数C,指数型-股票,2021-01-28,6166809035.55,天弘基金,61.67
012922,易方达全球成长精选混合(QDII)人民币C,QDII-混合偏股,2022-01-11,6161330301.87,易方达基金,61.61
012923,易方达全球成长精选混合(QDII)美元现汇C,QDII-混合偏股,2022-01-11,6161330301.87,易方达基金,61.61
010198,易方达竞争优势企业混合A,混合型-偏股,2021-01-20,6123433044.64,易方达基金,61.23
588030,科创100ETF博时,指数型-股票,2023-09-06,6093643742.62,博时基金,60.94
005833,工银红利优享混合A,混合型-灵活,2018-12-25,6079751784.41,工银瑞信基金,60.8
516020,化工ETF华宝,指数型-股票,2021-02-26,6052360410.94,华宝基金,60.52
005918,天弘沪深300ETF联接C,指数型-股票,2018-04-24,6008538426.67,天弘基金,60.09
159892,恒生医药ETF华夏,指数型-海外股票,2021-09-29,5998944279.91,华夏基金,59.99
019431,永赢睿信混合A,混合型-偏股,2023-12-22,5993980210.39,永赢基金,59.94
513920,港股通央企红利ETF华安,指数型-股票,2023-12-20,5988087074.94,华安基金,59.88
007467,华泰柏瑞中证红利低波ETF联接C,指数型-股票,2019-07-15,5971441360.92,华泰柏瑞基金,59.71
512950,央企改革ETF华夏,指数型-股票,2018-10-19,5957703492.19,华夏基金,59.58
005669,前海开源公用事业股票,股票型,2018-03-23,5938464632.18,前海开源基金,59.38
013425,博时标普500ETF联接美元汇(QDII)A,指数型-海外股票,2021-09-07,5927410824.13,博时基金,59.27
050025,博时标普500ETF联接A,指数型-海外股票,2012-06-14,5927410824.13,博时基金,59.27
110026,易方达创业板ETF联接A,指数型-股票,2011-09-20,5914265072.41,易方达基金,59.14
512200,房地产ETF南方,指数型-股票,2017-08-25,5911709334.54,南方基金,59.12
016709,泉果旭源三年持有期混合A,混合型-偏股,2022-10-18,5885525420.37,泉果基金,58.86
161903,万家行业优选混合(LOF),混合型-偏股,2005-07-15,5828434274.81,万家基金,58.28
561380,电网设备ETF国泰,指数型-股票,2024-12-11,5815642555.7,国泰基金,58.16
002610,博时黄金ETF联接A,指数型-其他,2016-05-27,5806711168.24,博时基金,58.07
014674,富国中证港股通互联网ETF发起式联接C,指数型-股票,2022-01-11,5782826868.42,富国基金,57.83
166301,华商新趋势优选灵活配置混合,混合型-灵活,2012-09-06,5757131276.23,华商基金,57.57
010340,易方达高质量严选三年持有,混合型-偏股,2020-11-12,5754481392.42,易方达基金,57.54
164906,交银中证海外中国互联网指数(LOF)A,指数型-海外股票,2015-05-27,5733600741.34,交银施罗德基金,57.34
013403,华夏恒生科技ETF发起式联接(QDII)C,指数型-海外股票,2021-09-28,5729660476.37,华夏基金,57.3
159813,半导体ETF鹏华,指数型-股票,2020-04-17,5700219381.31,鹏华基金,57.0
159766,旅游ETF富国,指数型-股票,2021-07-15,5675852519.64,富国基金,56.76
512960,央企结构调整ETF博时,指数型-股票,2018-10-19,5672875595.23,博时基金,56.73
013308,易方达恒生科技ETF联接(QDII)A,指数型-海外股票,2022-04-29,5621695374.48,易方达基金,56.22
159513,纳斯达克100ETF大成,指数型-海外股票,2023-07-12,5571603627.04,大成基金,55.72
515300,300红利低波ETF嘉实,指数型-股票,2019-08-08,5569874515.98,嘉实基金,55.7
159363,创业板人工智能ETF华宝,指数型-股票,2024-12-06,5564005654.4,华宝基金,55.64
159883,医疗器械ETF永赢,指数型-股票,2021-04-22,5545634746.94,永赢基金,55.46
159217,港股通创新药ETF工银,指数型-股票,2025-03-26,5518097183.72,工银瑞信基金,55.18
001316,安信稳健增值混合A,混合型-灵活,2015-05-25,5514510052.64,安信基金,55.15
009548,汇添富中盘价值精选混合A,混合型-偏股,2020-07-08,5511864104.19,汇添富基金,55.12
501049,东方红睿玺三年持有混合A,混合型-偏股,2017-11-15,5475543925.95,东方红资产管理,54.76
006480,广发纳斯达克100ETF联接美元(QDII)C,指数型-海外股票,2018-10-25,5393264162.82,广发基金,53.93
006479,广发纳斯达克100ETF联接人民币(QDII)C,指数型-海外股票,2018-10-25,5393264162.82,广发基金,53.93
011613,华夏科创50ETF联接C,指数型-股票,2021-03-04,5381545198.52,华夏基金,53.82
159399,现金流ETF国泰,指数型-股票,2025-02-19,5360976448.76,国泰基金,53.61
002910,易方达供给改革混合,混合型-灵活,2017-01-25,5351687498.36,易方达基金,53.52
003598,华商润丰灵活配置混合A,混合型-灵活,2017-01-25,5317689485.26,华商基金,53.18
001410,信澳新能源产业股票A,股票型,2015-07-31,5316476545.33,信达澳亚基金,53.16
159549,红利低波ETF天弘,指数型-股票,2023-11-23,5315481029.45,天弘基金,53.15
013841,银华集成电路混合C,混合型-偏股,2021-12-08,5292438621.03,银华基金,52.92
512680,军工ETF广发,指数型-股票,2016-08-30,5287898524.69,广发基金,52.88
011724,东方红启恒三年持有混合B,混合型-偏股,2021-04-21,5270142866.27,东方红资产管理,52.7
009049,易方达高端制造混合发起式A,混合型-偏股,2020-03-16,5228550964.71,易方达基金,52.29
513310,中韩半导体ETF华泰柏瑞,指数型-海外股票,2022-11-02,5214812933.64,华泰柏瑞基金,52.15
512980,传媒ETF广发,指数型-股票,2017-12-27,5210275883.77,广发基金,52.1
001513,易方达信息产业混合A,混合型-偏股,2016-09-27,5210065474.86,易方达基金,52.1
159938,医药ETF广发,指数型-股票,2014-12-01,5207323578.78,广发基金,52.07
015916,永赢医药创新智选混合发起C,混合型-偏股,2022-11-22,5182132924.21,永赢基金,51.82
017437,华宝纳斯达克精选股票发起式(QDII)C,QDII-普通股票,2023-03-02,5174740416.83,华宝基金,51.75
000021,华夏优势增长混合,混合型-偏股,2006-11-24,5171319602.98,华夏基金,51.71
002170,东吴移动互联混合C,混合型-灵活,2015-11-26,5169571218.9,东吴基金,51.7
161028,富国中证新能源汽车指数(LOF)A,指数型-股票,2015-03-30,5151831911.91,富国基金,51.52
510810,上海国企ETF汇添富,指数型-股票,2016-07-28,5136401490.34,汇添富基金,51.36
005225,广发量化多因子混合A,混合型-灵活,2018-03-21,5127583569.16,广发基金,51.28
515800,中证800ETF汇添富,指数型-股票,2019-10-08,5119432308.13,汇添富基金,51.19
023452,中欧信息科技混合发起C,混合型-偏股,2025-02-26,5117055711.14,中欧基金,51.17
560610,A500ETF招商,指数型-股票,2024-09-26,5108019687.82,招商基金,51.08
513690,港股红利ETF博时,指数型-股票,2021-05-11,5085691824.4,博时基金,50.86
010624,富国稳健增长混合A,混合型-偏股,2021-04-28,5083371281.42,富国基金,50.83
159608,稀有金属ETF广发,指数型-股票,2021-12-15,5080558133.94,广发基金,50.81
159736,食品饮料ETF天弘,指数型-股票,2021-09-09,5057245135.77,天弘基金,50.57
020274,富国中证细分化工产业主题ETF发起式联接C,指数型-股票,2023-12-26,5040628899.8,富国基金,50.41
006551,中庚价值领航混合,混合型-偏股,2018-12-19,5020465338.4,中庚基金,50.2
100032,富国中证红利指数增强A,指数型-股票,2008-11-20,5012151017.51,富国基金,50.12
162703,广发小盘成长混合(LOF)A,混合型-偏股,2005-02-02,4991511738.52,广发基金,49.92
